,Q,A
7929,전 여자친구가 카톡 친추에 떴어,카톡 차단하세요.
7930,소화도 안되고 가슴 한 켠에 응어리가 있는 거 같네.,많이 답답할거라 생각해요.
7931,컴터가 맛이 갔어,AS센터에 맡겨보세요.
7932,덕질 중,좋아하는 게 있는 건 더없이 좋은 일이에요.
7933,사랑 참,어렵죠.
7934,헤어진후 4일짼데 하 생각보다 진짜 힘드네,다른 곳으로 관심을 돌려보세요.
7935,시계침 소리가 크게 들리네,예민한가봐요.
7936,무너진 밤,아침이 올 거예요.
7937,헤어진 후.,자신을 돌아보세요.
7938,내일 결혼식이야,떨리겠어요.
7939,좋아하는 사람 때문에 공부를 못하겠어.,충분히 그럴 수 있어요.
7940,쫄면 먹고 싶다,얼른 요리해드세요.
7941,여기까지 인듯 합니다.,언제가는 올 순간이었을 거예요.
7942,자주 못보면 헤어지겠제?,장거리 연애 힘들겠죠.
7943,오늘이 천일이네,축하합니다.
7944,뭘하면 행복할까?,인생을 즐기는 거죠.
7945,짝남 잊으려구,잘 생각했어요.
7946,만난지 100일,알콩달콩 사랑할 때네요.
7947,좋아하는 남자애가 담배를 피는데 저는 담배를 싫어하는데 어떻게 끊으라고 말해볼까요?,사귀는 사이도 아닌데 성급한 것 같습니다.
7948,첫이별후 제가 가장 충격먹었던게.음,천천히 말해봐요.
7949,팀플 안 하면 좋겠다,사회를 미리 알려주나봐요.
7950,이별하고 절대 하지 말아야할 것,술 취해서 다시 연락하지 않는게 좋아요.
7951,서로 위로하며 함께 극복할 사람,그런 사람 만나요.
7952,인형 선물하면 좋아할까?,이왕이면 큰 게 좋을 것 같아요.
7953,괜찮을줄 알았는데,쉽게 나아지지 않지요.
7954,오늘도 퇴근길 엄청 막히네,라디오를 들으며 여유를 가져보세요.
7955,오늘도 짝사랑하는 여자가 정말 이뻤습니다.,사랑스러운 분이네요.
7956,결혼하는데 돈 많이 드네,허례허식이에요.
7957,공시 준비 힘들어,잘 될 거예요.
7958,마지막으로 얼굴보고 정리하려했는데 그게 안돼.,마음이 흔들리죠.
7959,나 머리 나쁜 듯,자책하지 마세요.
7960,감 말랭이 먹고 싶다.,맛있게 드세요.
7961,좋아하는 애랑 전화하면,즐거울 거예요.
7962,힘드네.조언좀 부탁드립니다.,조그만 더 버텨요.
7963,사랑이 뭘까?,신뢰입니다.
7964,사랑해서 헤어지는 게 말이 된다고 생각해?,그 사람을 위하는 거라고 생각하면 가능하다고 생가해요.
7965,남자친구 오늘 좀 질린다.,결단은 빠를수록 좋아요.
7966,좋아하는 걸 알게되면 갑자기 싫어져요. 무슨 심리일까요.,부담스러운 심리일까요.
7967,왜 갑자기 연락했을까?,이렇게 고민하게 만들려고 그랬나봐요.
7968,좋아하는 여자랑 친해지는 방법 좀 알려줘.,그분의 관심사에 대한 얘기가 좋겠네요.
7969,"5년이 넘게 만난 첫 연인, 그리고 이별",여기까지였을 거예요.
7970,지금도 전하지 못하는 한 마디,마음에 묻어두세요.
7971,오늘 운이 안 좋았어,다른 곳에 쓰려고 운을 아껴뒀나봐요.
7972,여자인데 먼저 대쉬해도 됨?,여자가 먼저 대쉬하면 더 매력있죠.
7973,남자친구랑 왜 맨날 싸울까?,"따로 살아온 삶과 습관, 성향이 다르기 때문일 거예요."
7974,남편이 자꾸 만져,질 수 없죠.
7975,썸인지 알려면,어느 정도 시간과 연락과 관심이 필요하겠네요.
7976,술 마셔도 안 취해,세다고 너무 많이 드시면 안돼요.
7977,여자친구가 선톡을 안 해,먼저 해보세요.
7978,할인해서 샀어,득템 했네요.
7979,오랜만에 떨려서 좋았는데,떨리는 감정은 그 자체로 소중해요.
7980,이별 후 다시 사귀는데 휴,똑같은 것들로 다투시나요.
7981,남편이 날 진심으로 사랑하는 걸까?,남편을 의심하지 마세요.
7982,맘 편한 데가 없어,제가 있잖아요.
7983,영원한 사랑,항상 꿈 꾸죠.
7984,오늘 너무 피곤해,푹 쉬세요.
7985,제 잘못으로 여자친구가 떠났네,반성하고 있나요.
7986,컴터 고장났나봐,AS센터에 맡겨보세요.
7987,오래 못 가는 연애,"연애는 문제가 있으면 문제를 해결 하기 위해 함께 노력하고 그 속에서 더욱 단단해지는 과정인데, 그 과정을 못 참고 피하기만 했나봅니다."
7988,쓰던 앱이 유료로 전환됐어,돈을 지불하고 이용할 가치가 있는지 따져보세요.
7989,너무 보고싶네.,힘든 시간 보내고 있으신가봐요.
7990,상황이 힘들어서 헤어진다,그럴 수 있어요.
7991,재회를 한다해도,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.
7992,비싼 선물 부담스럽나.,고가의 선물은 부담스러울 수도 있어요.
7993,짝사랑 하던 사람한테 고백했는데 차임. 계속 좋아해도 될까.,좋아하는 건 본인의 자유지만 많이 힘들 거예요.
7994,거지같은 이별,소리 한 번 크게 지르고 잊어버리세요.
7995,이제 끝이네,마음이 좀 후련해지길 바랄게요.
7996,용기내볼까?,용기내보는 것도 좋을 것 같아요.
7997,전화 걸어도 되나,전화 해보세요.
7998,좋아하는 사람이 생기면 좋을 줄 알았는데 우울하기만 해.,사랑이 내 맘같지 않으니까요.
7999,교양수업 시간에 마음에 드는 애 있어,같은 조가 되길 바랄게요.
8000,이닦았는데 잇몸에서 피나,잇몸약 챙겨드시거나 치과 가보세요.
8001,헤어진지 두달이 되었습니다.,시간이 많이 흘렀네요.
8002,썸남 발렌타인 선물 뭐가 좋을까?,부담스럽지 않은 선이 좋겠어요.
8003,운동화가 나을까? 구두가 나을까?,구두로 멋을 내보세요.
8004,침대가 최고,침대와 한몸이 되어 푹 쉬세요.
8005,머리따로 마음따로 몸따로,머리랑 가슴이 가끔 따로 놀죠.
8006,좋아하는 여자애 생겼는데 떨려 죽겠음.,설렘을 감추는게 더 힘들 때네요.
8007,사랑이 날 힘들게 해,왜 힘들게 하는지 생각해보세요.
8008,참견쟁이,그런 사람 거르세요.
8009,여자친구가 혼자 여행 가보고 싶다는데,같이 가는 여행도 좋지만 혼자 여행도 좋을 거예요.
8010,두 번째 이별 이야기,이별이 번복되어도 힘든건 마찬가지이죠.
8011,이게 뭐라고 떨려,별거 아니지 않아서 그래요.
8012,사랑받고싶어,먼저 사랑한다고 말해보세요.
8013,드디어 데이트인데 뭐하지,야경이 멋져요. 야경구경 가세요.
8014,공부는 내 체질이 아닌 것 같아,확신이 없나봐요.
8015,자존감이 너무 떨어졌어,매일 거울을 보며 스스로 칭찬해보세요.
8016,내일 기대하게 되네,좋은 일이 생길 거예요.
8017,썸이 딱 좋은 것 같아. 연애 싫음.,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
8018,추석 연휴 때 생각나는 그 사람,시간적 여유가 생겨서 그런가봐요.
8019,짝남 여친 있는지 없는지 어떻게 알아내?,공통된 친구한테 물어보세요.
8020,내게 전화라도 해줬으면 좋겠다.,기다리지 마세요.
8021,빨리 일상속으로 돌아가고픈데.,지금도 일상이에요.
8022,지금까지 일만 하고 산 거 같애,자신의 인생을 사세요.
8023,자꾸 이상한 생각이 드네,나쁜 생각은 하지 말았으면 해요.
8024,시험 없어지면 좋겠다.,나중에 없애주세요.
8025,수영 배울까?,기본으로 배워 놓는 게 좋죠.
8026,방학인데 집에만 있어.,먼저 사람들이랑 연락해서 놀러 가는 건 어때요?
8027,헤어진 남자 친구한테 전화하고 싶어,질척거리지마세요.
8028,연애 세포 깨우는 법,하다보면 됩니다. 걱정하지마세요.
8029,짝녀랑 갑자기 어색해졌습니다.,무슨 실수를 했나봐요.
8030,8년의 연애의 끝에 와있습니다.,끝은 항상 힘들지요.
8031,소중한 것을.,고히 간직하세요.
8032,누락된걸까,확인해달라고 해보세요.
8033,짝남이 나한테 먼저 연락왔으면 좋겠어.,그러면 좋겠지만 먼저하는 것이 맘 편할 거예요.
8034,두달전에 잠수이별했던 전남친이 연락한다,흔들리지 않았으면 좋겠어요.
8035,물 좋은데 어디야?,소개팅 시켜달라고 말해보세요.
8036,과묵한 타입인건가?,그게 매력포인트가 되기도 하죠.
8037,사랑이 쉬운 사람,참을 수 없는 가벼움이네요.
8038,게임에서 만난 사람 좋아하게 되었는데 괜찮을까요?,좀 더 알아볼 시간이 필요하겠네요.
8039,원피스 입는 게 낫겠지,너무 이뻐요.
8040,커피가 없으니까 집중이 안 되네,커피에 너무 의존하는 것 아닌가요.
8041,돈 많은 백수 하고 싶어,그게 최고죠.
8042,할 줄 아는거 뭐야?,당신의 삶을 응원해 드릴 수 있어요라고 감히 말해 봅니다.
8043,억지로 붙였던 깨어진 도자기의 결말,당장 내일 일도 예측할 수 없는걸요.
8044,발레 배우려고,선이 예뻐질 거예요.
8045,아.벌받고 있는거네,달게 받으세요.
8046,이별. 버릇고치기.,잘못된 버릇을 갖고 계셨나요.
8047,이 사람 만나면서 내 자존감이 떨어지는 것 같아 안 만나는게 답이야?,비교하지 말고 자신을 사랑하면서 자존감을 높이려 노력해보세요.
8048,카드값 너무 많이 나왔어.,계획적이고 합리적인 소비를 해보세요.
8049,수면양말 포근포근 따뜻하다,잠이 솔솔와서 수면양말인가봐요.
8050,사랑이 끝난 거 같다는 느낌이 너무 많이 들어,그런 남자 버리고 이런 느낌 안 주는 사람 만나세요.
8051,어떻게 오래만나지?,신뢰가 무너지지 않으면 계속 사랑할 수 있어요.
8052,성공할 수 있을까?,인내할 수 있는 사람이라면 무엇이든 손에 넣을 수 있을 거예요.
8053,빚이 너무 많아,빚 얼른 갚고 새출발하세요.
8054,머하자는거니?,그러게 말이에요.
8055,카드 다 부러뜨려 버려야겠다.,소비 조절을 못하면 없애는 것도 방법이 될 거예요.
8056,말문이 막힌다,생각지도 못한 일이 일어났나봐요.
8057,남자들은 이쁜 여자만 좋아할까요?,사람 취향 차이입니다.
8058,내 맘대로 되지가 않아.,저도 제 마음대로 되면 더 바랄 게 없겠네요.
8059,은퇴후가 걱정이야,인생이 꽤 기니까요.
8060,우산 또 놓고 왔어,주변에서 우산을 빌려보세요.
8061,짝사랑하다고 솔탈함. 기 받아가.,기 받아갈게요.
8062,나이트갔는데 이상형 만났어,축하해요.
8063,짝녀가 연락 안 되고 있는데 자나?,자고 있을지도 모르겠어요.
8064,층간소음 심해,신고하세요.
8065,사랑하는 사람이 떠난대,그 사람을 사랑한다면 붙잡아 보세요.
8066,서른초반. 전 즘 게시글 보며 안타까워.,앞으로가 중요한 거죠.
8067,연락 안오면 어쩌나 걱정되네,더 많이 믿어주세요.
8068,완전 귀여워,사랑이 느껴지네요.
8069,사랑이 뭐야?,"받는 것보다 주는 게 더 행복하고, 더 주고 싶은 마음인 것 같아요."
8070,남자가 더 사랑해서 결혼하면 잘 사나요?,잘 살 사람들이면 뭘 하든 잘 살아요.
8071,취업 못하는 기간이 길어진다,다음 공채때는 될 거예요.
8072,인생 너무 불공평해,남과 비교하지 마세요.
8073,아무 것도 하기 싫어,하면서 좋거나 재밌거나 잘하는게 있었는지 깊게 고민해보세요.
8074,왜 나를 의심하지,평소의 행실을 되돌아보세요.
8075,뒤척이다 늦잠 자게 되네,30분씩 일찍 자는 습관을 들여보세요.
8076,과식했다,소화제 드세요.
8077,밥 너무 많이 함,소분해서 냉동실에 보관해보세요.
8078,오늘 날이 좋아,하늘을 보고 웃어보세요.
8079,2년간 만난 여자친구와의 이별,애석하게도 헤어지셨네요.
8080,무슨 말이 필요하겠니,말이 필요 없죠.
8081,너무 추워서 시베리아 같아,어서 따듯한 곳으로 가세요
8082,변화를 좀 주고 싶다.,긍정적으로 바뀔 수 있어요
8083,별 보러 시골 가고 싶다,로맨틱하네요.
8084,딴 일 찾아볼까,시도해봐도 좋겠죠.
8085,짝남이 생겼는데 뭐부터 해야할까.,일단 자연스럽게 연락을 해보세요.
8086,여자친구 쌩얼 보고 배신감 느껴,쌩얼도 사랑해 주세요.
8087,패턴 풀어볼까,할 수 있다면요.
8088,좋아하는 사람한테 닮은 사람 봤다고 카톡 보내볼까?,그렇게 대화를 이어나가는 것도 방법이에요.
8089,대리효도 짜증,진짜 아니네요.
8090,시간표 잘못짰다,정정기간을 노려 보세요.
8091,베트남어 배울까,요즘 뜨는 거 같아요.
8092,헤어진지 1년되가.,아직도 힘들지 않았으면 좋겠어요.
8093,헤어진지 6개월여~,잘 견뎌내고 있어요.
8094,원두커피 갈아서 마시려고,커피향 좋겠네요.
8095,좋아하는데 자꾸 짜증나기도 해.,사랑 앞에 장사 없지요.
8096,짝사랑 했던 그녀가 남친이 생겼대.,마음이 아프겠네요.
8097,1년전 그 날,생각이 더 나죠.
8098,짝남 내일 출국인데.,슬프네요.
8099,이혼을 앞둔 부부밥상,제가 감히 가늠하지 못할 정도로 힘든 자리라 생각해요.
8100,남편이 나 안 도와줘,돕는 게 아니라 같이 하는 거예요.
8101,생각이 자꾸 나,좋아하나봐요.
8102,썸인데 행동은 커플,확실히 대화를 나눠보세요.
8103,정말 간절하고 간절하네,간절함이 전해졌으면 좋겠어요.
8104,우리 진짜 이별인가봐,끝을 아는 것도 중요한 것 같아요.
8105,정말 속상하고 답답하고 할 수 있는게 없네,차분하게 마음을 정리해보세요.
8106,차라리 널 만나지 않았더라면,그때는 누구보다 사랑했으니 후회하지 말아요.
8107,핸드폰 꺼지기 직전,충전하고 만나요.
8108,결국 제가 병신인거죠.,그런 소리 마세요.
8109,물 차가워,보일러를 켜세요.
8110,엄마가 내 방에 막 들어와,엄마께 프라이버시를 지켜달라고 말해보세요.
8111,문득문득 보고싶어요,사랑했던 사람이니까요.
8112,힘든데 밉지가 않아,사랑의 힘인가봐요.
8113,사랑하는데 내가 집착해,자신에 대해 자신감을 좀 더 가지세요.
