,Q,A
1619,본인을 좋아하는게 확실한 여자와 친구가 될 수 있어?,나 좋다는 여자와 친구하자고 해도 되나?
1620,볼링 치고 놀았어,볼링 치고 옴
1621,봄 오니까 나도 썸 타고 싶어.,봄 오니까 썸 타고 싶어.
1622,봄 타나 봄.,봄 타는 것 같아
1623,봄방학했어,봄방학이다!
1624,봄에 동물원 가는거 어때?,봄에 동물원 데이트 어때?
1625,봄이 왔어,봄이다
1626,봄이 왔으면 좋겠어,봄날이 기대돼
1627,봉사도 하고 사랑을 베풀고 싶어,다른 사람들에게 사랑을 베풀고 싶어
1628,봉사활동도 좀 해야 하는데,봉사활동 해볼까
1629,부담스러운 기대 좀 떨쳐낼 없을까?,기대가 부담스러운데 떨쳐낼 수 있는 방법 있을까?
1630,부모님 말 안듣고 반항했어,부모님한테 반항했어
1631,부모님 반대 설득하고 싶어,부모님 반대하시는데 결혼 하고 싶어
1632,부모님 반대가 너무 심해,부모님 너무 심하게 반대 하셔
1633,부모님 선물 추천.,부모님 선물 추천해줘
1634,부모님 선물은 뭐할까?,부모님 선물은 뭐가 좋음?
1635,부모님께 보여드리고 싶은 사람 있어,부모님께 보여드리고 싶어
1636,부모님이 같이 살자셔,부모님 모실 수 있을까?
1637,부모님이 결혼 자금 안 보태주신대,부모님이 결혼 자금 안 주신대
1638,부모님이 내 꿈을 반대해,부모님이 내 꿈을 무시해
1639,부모님이 이혼하려는 거 같은데 나는 어떻게 하지?,부모님이 이혼하려는 거 같아.
1640,부모님이 이혼할 거 같아,엄마 아빠 이혼하실 거 같아
1641,부모님처럼 살고 싶다,엄마랑 아빠처럼 살고 싶다
1642,부부싸움은 칼로 물 베기라더니,부부싸움은 칼로 물 베기라더니
1643,부산 갈까?,부산 놀러갈까?
1644,부자 되게 해주세요,돈 벌고 싶어
1645,부자 백수 하고 싶어,돈 많은 백수 하고 싶어
1646,부자로 태어 났으면 좋을 텐데,금수저 물고 태어나면 좋겠지?
1647,부자친구 스트레스,친구네 집이 부자라 우리집에 초대를 못하겠어
1648,부케 누가 받지?,부케 누가 받지?
1649,부케 어떤 꼿으로 하지,부케 뭐로 하지
1650,부팅 시간 너무 오래 걸려,컴터 부팅하는데 시간이 오래걸려
1651,분명 짝남 정리해야지 마음 먹었는데 이상하지.,짝남 정리해야지 하는데 안돼네.
1652,분식 먹고 싶아.,김떡순 먹고 싶어.
1653,분위기 있는 데서 데이트하고 싶어,분위기 좋은 곳에서 데이트하고 싶어
1654,분위기 좋았는데 망,우리 분위기 좋았는데
1655,불 날 뻔했어,불 날 뻔
1656,불금이네,불금입니다
1657,불만이 너무 많아,불만을 입에 달고 다니는 사람 때문에 고민이야
1658,불만족스러워,내가 만족을 못해
1659,불면증 온 거 같아.,불면증인가봐
1660,불면증인가,왜 잠을 못 자는 걸까?
1661,불안해,뭔가 자꾸 불안해
1662,불타올랐다가 식었어,너무 좋았는데 이제 식었나봐
1663,불편한 사이가 된 거 같아,갑자기 불편한 사이가 된 거 같아
1664,불효자는 웁니다.,내가 불효자야
1665,블랙박스로 보면 나올까,블랙박스 제대로 찍혔을까
1666,블록체인이 왜 이렇게 시끄러워,블록체인이 뭐야?
1667,블루투스 이어폰 편하겠지,블루투스 이어폰 살까
1668,비 맞아서 옷 젖었어,옷이 다 젖었어
1669,비 오기 시작하네,비 오네
1670,비 오는 날,비 오는데?
1671,비 오는 날은 만나서 뭐할까,비 오는 날 데이트
1672,비 오니까 또 생각나네.,비가 오니까 더 보고 싶네.
1673,비 와,비 오는데?
1674,비가 오니까 짝사랑 하는 사람 더 생각나.,비가 오는 날 사랑 하는 사람 더 생각나.
1675,비가 와,비 많이 오네~
1676,비가오니 그런가,비 오네
1677,비만 판정 받았어,나 비만이야
1678,비밀 지켜줄까?,비밀 지킬 수 있을까
1679,비밀로 했는데 들켜서 오해하고 있어,비밀로 했는데 들켰어
1680,비밀번호 기억안 나,비밀번호 까먹었다
1681,비밀번호 자꾸 바꾸래,비밀번호 자꾸 바꿔
1682,비밀은 없는 거겠지,비밀은 없어
1683,비싼 명품 이제 그만 사야겠어,명품 이제 사지 말아야겠어
1684,비싼 선물 부담스럽나.,명품 선물 부담스러울까
1685,비싼게 맛있어,입이 고급이야
1686,비오는날 뭐해?,비오는날 뭐할까?
1687,비오면 마중 나와 주는 사람 있어서 좋다,우산을 들고 기다려 준데
1688,비정규직 서럽다,비정규직은 사람도 아닌가
1689,비정규직 차별,비정규직이라 차별받아
1690,비타민 사서 먹어야겠다.,비타민 먹어야지
1691,비트코인 날림,비트코인 ㅜㅜ
1692,비트코인 망함 한강 가자,가상화폐 쫄딱 망함
1693,비행기 타러 공항 간다,비행기 타러 간다!
1694,비행기표가 왜이렇게 비싸,비행기표가 너무 비싸
1695,비혼주의자인데 만나도 될까?,비혼주의라는데 사귀어도 될까
1696,빚 때문에 죽을 것 같아,빚이 너무 많아
1697,빠떼리 나감,핸드폰 배터리 나감
1698,빨래 다했다.,빨래 끝
1699,빨래했어.,세탁기 돌리는 중
1700,빨리 정규직 하고 싶다,정규직 하고 싶다
1701,빨리 찾아온 사랑,생각보다 빨리 찾아온 사랑
1702,빵 한 개만 먹어야지,빵 먹어야지
1703,빵꾸난 양말 봤나,양말에 빵꾸난 거 봤나
1704,빼빼로 데이인데 썸남한테 만들어줄까 그냥 살까?,빼빼로 만들어줄까 살까?
1705,빼빼로 만들어 주면 좋아할까,수제 빼빼로 어때?
1706,빼빼로 만들어주는 거 좋아할까?,빼빼로 만들어주면 좋아할까?
1707,빼빼로데이에 고백할까요?,빼빼로데이니까 장난인척고백할까요?
1708,뽑은 인형 짝녀에게 주면 좋아할까?,인형 뽑았는데 짝녀에게 주면 좋아할까?
1709,뿌리 염색 다시 해야 되겠다,뿌염해야지
1710,사과를 안해,사과할 사람은 사과를 안해
1711,사귀고 나서 외모에 신경을 너무 안 써,외모에 신경을 너무 안 써
1712,사귀고 나서 트레이닝복만 입어,트레이닝복만 입어
1713,사귀고 나서 화장을 안 해,화장을 안 해
1714,사귀고 나서 환장이 깨졌어,사귀니까 오히려 환장이 깨졌어
1715,사귀고 싶어,좀 더 가까워지고 싶어
1716,사귀기로 했는데 존댓말 계속 써도 돼?,사귀면서 존댓말 더 기분 좋을까?
1717,사귀는 사이인데 '야'라고 해. 기분 나쁜데 어떡해?,친하다고 '야'라고 하면 기분 나뻐
1718,사귀던 사람이 갑자기 연락이 안돼,사귀던 사람이 갑자기 연락이 안돼
1719,사귀던 사람이 잠수탔어,사귀던 사람이 잠수탔어
1720,사귀면 좋을까,사귈까
1721,사귀면서도 좋아하는 감정을 잘 못느끼는데 문제 있는 건가요?,사귀긴 하는데 좋은지 모르겠으면 문제 있는 건가요?
1722,사귀자는 말 아니면 썸인가,사귀자는 건가 아니면 썸인가
1723,사귄지 얼마 안됐는데 스킨십하려고해,사귄지 얼마 안됐는데 스킨십하려고해
1724,사귄지 한달됐어,사귄지 한달됐어
1725,사내 썸 뭔가 떨린다.,사내에서 썸타니까 떨린다.
1726,사내 연애 비추하나요?,사내 연애 비추지?
1727,사내에 좋아하는 여자분이 생겼는데 조심해야겠지.,회사에 좋아하는 여자가 생겼는데 걱정되네.
1728,사내에서 비밀 연애 하고 있어,비밀연애 하고 있어
1729,사내연애 비밀로 해야겠지?,비밀로 사내연애 해야 돼
1730,사내커플인데 비밀연애임. 답답해.,비밀연애임. 답답해.
1731,사내커플인데 비밀연애하니까 더 떨려.,비밀연애하는 사내커플 떨려.
1732,사는게 날 너무 지치게 해,삶에 지쳤어
1733,사다리타기 맨날 운이 안 좋아,사다리타기 맨날 꽝이야
1734,사람 만나는 거 너무 어려워,사람 만나는 게 쉽지 않아
1735,사람들이 나 좀 좋아해줬으면,나 좀 좋아해줬으면
1736,사람들이 날 너무 힘들게 한다.,사람에 치여
1737,사람은 다른데 연애는 비슷해,연애는 다 비슷해
1738,사람은 많은데 외로워,사람 사이에 있어도 외로워
1739,사랑 고민,사랑 고민 말해도 되나요?
1740,사랑 글로 배워요,그래 나는 사랑을 글로 배웠어.
1741,사랑 끝난 거 같은데 잡아도 될까?,더 이상 안 사랑 한다는데 잡아도 될까?
1742,사랑 끝난 거 같은데 잡으면 돌아올까?,돌아서는 사람 잡으면 돌아올까?
1743,사랑 때문에 죽고 싶어,그 사람이 좋아서 죽고 싶어
1744,사랑 명언 알려줘,사랑 명언 말해줘
1745,사랑 못 받는 느낌에 우울해,사랑 받지 못한다는 느낌 때문에 우울해
1746,사랑 받는 걸 알려준 사람,사랑이 뭔지 알려준 사람
1747,사랑 받는 느낌을 못 받아,사랑 받는 느낌을 못 받아 봤어.
1748,사랑 받는 느낌이 없어,사랑 받는다는 느낌이 없어
1749,사랑 별거 없네,사랑 참 별거 없네
1750,사랑 없는 삶은 불행할까?,사랑하는 사람 없으면 불행할까?
1751,사랑 표현에 서툴러,사랑한다고 표현하는게 힘들어
1752,사랑 힘들다,사랑하는게 좋기도 하지만 힘들기도 해
1753,사랑과 우정 사이,사랑과 우정 사이에 우리들
1754,사랑꾼,하 사랑꾼이구만
1755,사랑꾼인 거 같아,아무래도 사랑꾼인 거 같아
1756,사랑니 나는 것 같아 아파,사랑니 나나봐
1757,사랑니 아파,사랑니 나는 거 아프다
1758,사랑때문에 많이 아파,사랑 때문에 아파
1759,사랑만 보고 하는 결혼? 사랑 없는 결혼?,사랑하면 결혼 해도 되나?
1760,사랑만으로 안되는 게 많을까요?,사랑만으로 안되는 거?
1761,사랑받고 있지 않은 거 같다,사랑받는 기분이 안 들어.
1762,사랑받고싶어,나도 요즘 사랑 받고 싶어
1763,사랑받는 방법,사랑 받는 방법 알려 줘
1764,사랑받는 행복을 알게 해준 너,사랑받는 행복을 알게 해준 너
1765,사랑보다 조건을 보고 결혼해야할까?,조건 조으면 결혼해야 할까?
1766,사랑보다 중요한 것이 있을까?,사랑이 제일 중요한가?
1767,사랑스러운 눈빛,눈빛 사랑스러워
1768,사랑싸움 그만하고 싶어,사랑싸움 힘들다
1769,사랑없이 결혼 가능해?,사랑없이 결혼 가능해?
1770,사랑에 빠지고 싶다,사랑하는 사람 있었으면
1771,사랑에 빠지면 티가 나?,사랑에 빠지면 티나?
1772,사랑에 빠진 거 같아,사랑하는 거 같아
1773,사랑에 서툴어,사랑에 서툴어
1774,사랑에도 유효기간이 있다는데,사랑에도 유효기간 있나요
1775,사랑은 돌아오는 거야?,사랑은 돌아오는 거야?
1776,사랑은 주고 받는 거지?,사랑은 주고 받는 거지?
1777,사랑을 기다리고 있어,사랑을 기다리고 있어
1778,사랑을 알게 해준 너,사랑을 알게 해준 너 고마워
1779,사랑을 표현해줬으면 좋겠어,좋다고 표현해줬으면 좋겠어
1780,사랑을 했다,사랑을 했다
1781,사랑의 끝은 결혼일까?,사랑하면 결혼해야 돼?
1782,사랑의 끝이 뭐야?,사랑의 끝이 뭐야?
1783,사랑의 묘약 같은 거 있나?,사랑의 묘약 필요해
1784,사랑의 정의,사랑을 한 마디로 정의하면?
1785,사랑의 힘은 위대한가봐,사랑의 힘은 위대한가봐
1786,사랑의 힘은 진짜 위대한듯,사랑은 진짜 위대한듯
1787,사랑이 구체적으로 뭐야?,사랑이 뭐야?
1788,사랑이 끝난 거 같다는 느낌이 너무 많이 들어,사랑이 끝난 거 같다
1789,사랑이 끝난 것 같아,사랑이 끝났어.
1790,사랑이 날 힘들게 해,사랑하는 사람이 날 힘들게 해
1791,사랑이 다가왔어,사랑이 왔어
1792,사랑이 뭐가 대수라고,사랑이 뭐 대순가
1793,사랑이 뭐길래,사랑이 뭐길래 이렇게 힘들게 하지
1794,사랑이 뭐라고 생각해?,사랑이 뭐야?
1795,사랑이 뭔데 힘들게 하는지,사랑이 뭔데 이렇게 힘들지
1796,사랑이 뭔지 넌 알아?,넌 사랑이 뭔지 알아?
1797,사랑이 뭔지 모르겠어,사랑이 뭔지 도통 모르겠어
1798,사랑이 뭘까 궁금해,사랑이 뭘까?
1799,사랑이 뭘까?,사랑이 뭐냐고
1800,사랑이 밥 먹여주나,사랑하면 다 되나?
1801,사랑이 밥 먹여주나요?,사랑이 밥이 나오나요?
1802,사랑이 변하는걸 인정해야할까?,사랑이 변하는거지
1803,사랑이 변하면 어떡하지?,안 사랑한다는데 어떡하지?
1804,사랑이 쉬운 사람,쉽게 사랑하는 사람
1805,사랑이 싹 트고 있어,조금씩 마음 속에 사랑이 싹 트고 있어
1806,사랑이 안 변했으면 좋겠다,사랑하는 마음 변치 않았으면 좋겠다
1807,사랑이 애매해,사랑인가? 애매하다
1808,사랑이 어떻게 변하니,사랑이 어떻게 변하니
1809,사랑이 영원할 거라 믿고 싶어,이 사랑 영원할 거라고 믿고 싶어
1810,사랑이 정말 있을까?,사랑이란게 어딘가 있을까?
1811,사랑이라는 이름으로 주는 상처,사랑이라는 이름으로 상처 줬어
1812,사랑인지 아닌지 모르겠어,사랑인지 헷갈려.
1813,사랑인지 아닌지 확실하지 않은 거 같아,사랑인지 아닌지 확실하지 않은 거 같아
1814,사랑하고 사람이 달라졌어,사랑하고 사람이 변했어
1815,사랑하고 싶은데 내가 자꾸 구속해,사랑이라고 구속해
1816,사랑하고 좋게 바꼈어,사랑하고 밝아졌어
1817,사랑하고싶어,사랑하고 싶어
1818,사랑하냐고 왜 물어봐?,사랑하냐고 왜 물어봐?
1819,사랑하는 거 힘들다,사랑하는 거 힘들다
1820,사랑하는 사람 내가 붙잡는 거 같애,안 사랑하는 사람을 내가 붙잡는 거 같애1
1821,사랑하는 사람 잊는 법,사랑하는 사람 잊는 법
1822,사랑하는 사람 잊어야 할 거 같아,사랑하는 사람 잊어야 할 거 같아
1823,사랑하는 사람과 아침을 함께 맞이하고 싶어,그 사람이랑 함께 아침을 맞이하고 싶어
1824,사랑하는 사람과 함께 있고 싶어,사랑하는 사람과 함께 있고 싶은 거 당연한거 아니야?
1825,사랑하는 사람은 딱 알아볼 수 있어?,사랑하는 사람이면 한 번에 알아볼 수 있어?
1826,사랑하는 사람은 표시가 있었으면 좋겠다,사랑하는 사람은 표시가 있었으면 좋겠다
1827,사랑하는 사람을 계속 기다려야 할까요?,그 사람 계속 기다려야 할까요?
1828,사랑하는 사람을 두고 다른 사람과 결혼해야해,사랑하는 사람 말고 다른 사람과 결혼해야해
1829,사랑하는 사람이 떠난대,내가 사랑하는 사람이 떠난대
1830,사랑하는 사람이 있는데 다른 사람이 신경쓰여,사랑하는 말고 다른 사람이 신경쓰여
1831,사랑하는 사람이 있어,사랑하는 사람이 있어
