,Q,A
493,실력 있는 아이돌을 따라다니다 보면 돈 쓸 일이 더 많군요. 뮤지컬이라뇨. ,내 지갑 보고 슬퍼지네요. 내 월급은 그대론데 티켓값만 오르면 어떡해요. 
494,진짜 오랜만에 시원한 화이트 와인이 당기는데 저렴하고 괜찮은 화이트 와인이 뭐가 있을까요? 추천 좀 해주세요. ,화이트는 마트 가격 기준 3만 원 이상이면 아무거나 좋아요. 이상한 3세계 것만 조심하세요!
495,비건식당에서 밥먹고 있어요. 전체적으로 순하고 담백해요. 그리고 거친 느낌이 나네요. 하지만 맛있어요!,비건식당이라니 제 취향이에요! 
496,바지가 막 흘러내려요. ,시원하게 내려요!
497,즉흥 여행은 지금 당장 하는 거라고 배웠어요. 지금 부산행 기차를 타고 있어요.,와우! 오늘이었군요! 잘 다녀오세요!
498,면접 보러 왔어요.,어디로 보러 간 거예요?
499,맛있어서 약간 기분 풀렸어요.,오! 맛있어 보여요.
500,"애인이 못 먹어서 나도 못 먹는 음식들이 있어요. 육회, 초밥, 곱창, 막창, 회 모두 내가 진짜 격하게 애정 하는 것들이죠.",먹고 싶어요. 막창에 복분자 딱 먹고 싶네요. 
501,"아, 요즘 중식이 당기네요. 짜장면 짬뽕 군만두가 있죠. ","볶음밥, 계란 토마토 볶음, 어향가지, 모가홍소육, 칠리새우, 유산슬, 궁보계정, 마파두부, 꿔바로우도 있어요."
502,정장은 가산디지털단지역에 있는 마리오 아울렛 가서 사야겠어요. ,정장은 오래 입는데 맞춤이 좋지 않을까요? 어차피 키는 더 안 클 거고요.
503,라멘 맛있어요.  ,오오! 가게 이름 알 수 있나요? 
504,그리고 가구원 동의했는지 안 했는지 확인할 방법은 없을까요? ,가구원 동의를 했는지 안 했는지 알고 싶으시다면 제일 좋은 방법은 1599 2000으로 연락해보는 방법이 있어요! 국가장학금 신청을 모두 마친 것이 맞는지 물어보실 때 빠진 게 있을 경우 말씀해주세요! 
505,일단 입금은 좀 있다가 해야겠어요.,혹시 그 티켓 비용 드릴 테니까 1장 남으시면 같이 가도 돼요?
506,인상 서글서글하고 착하던 인사팀 막내가 반년 만에 광속으로 퇴사했어요. 나도 이런 자신감을 가지고 살고 싶은데 자신 있기엔 너무 많은 걸 아는 것 같아요. 그 많은 것 중 가장 큰 건 난 아무 데서나 불러줄 만큼 잘나지 않았다는 것이죠. ,퇴사하는 사람 보면 요샌 부럽네요.
507,이럴 수가. 내가 다래끼라뇨? ,말도 안 돼요. 22년 인생에 다래끼는 처음이에요. 다래끼는 나약한 눈에만 걸리는 줄 알았어요. 
508,훠거네요. 나 주말에 드디어 훠거 데뷔하나 하고 두근두근한 마음으로 부모님이랑 같이 훠거야 갔는데 우리 부모님 가게에 들어가자마자 냄새가 싫다고 하시는 통에 다시 나왔어요. 훠거 나는 언제 먹어 볼까요. ,광화문 황산 훠궈 맛있어요.
509,훠궈 얘기만 들어보고 한 번도 안 먹어봤는데 궁금해요. ,백탕은 담백하고 홍탕은 지옥에서 올라온 토마토 수프 같은 색인데 정말 신기한 게 입안은 얼얼할 지경인데 일단 목 안으로 넘기면 괜찮더라고요. 매운 거 먹으면 식도에 위벽까지 아픈데 홍탕은 그런 게 전혀 없었어요. 맵다기보단 뭔가 얼얼한 맛에 가까워요.
510,펜타님 혹시 게임온 오시나요?,아뇨! 행사 안 간지 너무 오래 되서 열리는 줄도 모르고 있었네요.
511,조별 과제 일정 빠르게 정해서 하기로 해놓고 지금 자기가 결과물 늦으면서 다른 조 애들은 왜 이렇게 빨리하냐고 그런다는 핑계를 대네요. 왜 이러는 걸까요?,사람이 스무 살이 넘어도 그런다고요?
512,떡볶이 너무 먹고싶은데 저랑 떡볶이 먹으러 가실 분 구해요. ,저요.
513,너무 가고 싶었던 사진전 못 간 잉여는 울어요. 나도 지구님 사진전 가고 싶었어요. 후기라도 많이 올라왔으면 하네요. ,오래동안 하니 시간 되실 때 놀러오세요.
514,나 진짜 할 줄 아는 거 없어서 이러고 살고 있네요. 유일하게 천재 소리 들었던 축구도 교통사고 하나 때문에 다 끝나버렸어요. 다른 거 찾아봐야겠어요. 인생은 재밌게 살아야죠. 복싱 배워봐야겠어요.,복싱 추천해요 진짜.
515,솔직히 지금 고시원도 엄청 싸고 시설도 좋은데 그래도 용돈이 적으니까 더 싼 곳으로 이사 가고 싶다는 욕망이 생겨요. ,용돈이 적으니 알바를 하고 싶어요! 그리고 두둑해지는 지갑과 그에 비해 성적은 반비례하죠! 
516,머리를 잘랐는데 거지 같이 잘라줬어요.,얼굴이 공주네요.
517,"이타치 취미가 맛집 탐방이에요? 아, 귀여워요. 맛있는 거 많이 먹어요.",당고 좋아하잖아요. 진짜 귀여워요.
518,배고파요. 고구마 한 개 론 역시 내 거대한 위를 채우기엔 역부족이었어요.  ,밥 먹어요. 나도 저녁 먹으려고요.
519,수건 사러 가야 하는데 수건은 대체 어디서 팔아요? 나 예전에 집에서 살 때 수건 어디서 샀었을까요?,5번 출구에 다이소가 있어요.
520,진짜 아가씨라고 불리면 뭐 도와주고 싶은 마음이 완전히 사라져요.,아가씨로 불릴 바엔 차라리 저기요 라고 불리는 게 좋아요.
521,오늘 만든 거예요 크림빵!  ,맛있겠어요.
522,축제라서 축제에서 파는 음식들을 평소라면 그 가격엔 별로 안 사먹겠지만 축제 분위기가 있어서 마구마구 사 먹고 있어요. 사실 축제의 묘미는 축제틱한 것들을 마구 사 먹을 수 있다는 데 있는 것이 아닐까요. ,살쪄요. 걔네 기름 양 컨트롤도 못해서 뭔가 잔뜩 기름에 절어있을걸요?
523,뿌님에게 영업 당해서 치즈크로켓를 시키려고 했는데 세트로 시키면 음료수를 그냥 주길래 음료수까지 세트로 시켜 먹었어요. 너무너무 맛있었어요. 근데 맛있는 건  한순간이네요.  ,어디예요? 뭐예요? 얼마예요? 너무 맛있겠어요.
524,"아니, 여기 인터넷 진짜 쓰레기네요.",이제 인터넷에서 동영상 볼라하면 10초에 1프레임씩 움직여요.
525,형 저 내일 지구님 전시회 갈 거예요.,그래요. 다녀와요. 나 주말에 서울 올라가게 됐어요. 갈 수 있을지 없을지 애매해서 부탁했던 거였는데 가게 됐어요.
526,강남 근처에 외장하드 파는 곳 아시는 분 계세요?,핫트랙스 가면 있겠네요.
527,비트코인 진짜에요?,가격 올랐어요?
528,"아, 탈색하고 싶어요. 이 나이 아니면 언제하겠어 싶다가도 머릿결 때매 엄두가 안나요.",저는 나이 먹고 후회할까 봐 탈색해 버렸어요. 하실 거면 무슨 색 하실 거예요? 탐스런 노랑색이요? 
529,다섯시 반까지 시간 진짜 잘 갔는데 왜 갑자기 시간이 안 가죠? 빨리 퇴근하고 싶어요.,전 오늘 5시 전에 퇴근했어요.
530,누가 박스에 천사같은 애들 둘을 버려둬서 데리고 왔어요. 젖병이랑 분유 사왔어요. 근데 안 먹네요. 아직 배가 안 고픈가 봐요.,나쁜 사람들이네요. 가게에 데려오신 거에요? 
531,이게 뭔지 알아요?,그곳은 몇 시에요?
532,진짜 재수없네요.,제주도 갔을 때 갔던 코스 좀 알려주세요. 
533,"와아, 부산국제영화제 하는데 우리 집에서 10분 거리예요. 예! ",부산에 사시는 군요!
534,저녁 드실 분 있나요?,조목이요.
535,내일 만날 락님 구해요.,할게요.
536,뭐 개소리는 맞는 거 같아요. 세상에 마트 가서 생리대 가격을 본 적이 없나봐요. 50원이래요. 세상에 지나치면서 봐도 비싸던데요.,실상은 그거의 백배 넘는 가격인데 게다가 한 봉지로는 부족해요. 두 봉지는 있어야 마음 놓고 쓰는데요.
537,2박 3일 호텔 또 이케부 잡아야겠죠?,거기 괜찮은 숙박업소 있나요? 도쿄는 한 번도 안 가봤어요.
538,사람들은 말해야 알아요. ,맞아요. 내가 귀여운데 그걸 인정해야 해요.
539,최근에 피자 도우를 사서 피자를 해 먹었어요. 피자 토핑으로 게맛살은 비추천이에요.,게맛살 토핑은 무슨 맛이에요? 
540,거울 위치 볼 때마다 웃기네요.,거울 예쁘네요. 저기에 예쁘게 차려입고 서 있으면 내가 명화 주인공인 것 같고 그렇겠어요.
541,누구보다 학교 가기 싫어 하면서  몸은 정직하게 학교를 다니고 있죠.,8학기 어떻게 버텨요.
542,찻잔을 살까요? 눈독만 들이고 있던 잔들이에요.,두 번째 잔 너무 취향이에요.
543,정말 감사한데 저번에 제이데커도 그렇고 피규어들도 그렇고 소화님께 받은 게 너무나 많고 이것까지 받으면 정말 죄송해져서 구매하실 때 꽤 비싸게 구매하셨을텐데 차라리 판매하시는 게 어떨까요? 구매의향 있어요. ,그렇군요. 구입했던 곳에 나와있는 금액을 보니까 삼만 육천 사백 원이던데 절반의 가격인 만 팔천 원에 드릴까요? 
544,오늘따라 타임라인에 카레 얘기가 많이 보여서요! 오늘 저녁 메뉴는 오래간만에 에그 스크램블 카레로 결정했어요! ,맛있겠어요. 저도 요리 스킬 좀 전수해 주세요.
545,"아, 맞다. 오늘은 아보카도 샌드위치 먹고 왔어요.  ",점심 때니 당연한 것이겠지만 너무 바쁠 때 오셨어요. 다음에는 한가하리란 보장은 없지만 또 오세요.
546,이더리움이 뭔 난리 쳤나 봐요. 비트코인 보면 모르나 주식보다 더 위험한데요.,근데 솔직히 비트코인은 진작 뛰어들었으면 돈 좀 벌었을듯해요. 서너 달 만에 두 배로 뛰었어요.
547,이더리움이 뭔 난리 쳤나 보네요. 비트코인 보면 모르나 주식보다 더 위험한데요.,선배 왜 요새 다시 트위터 해요? 
548,점심에 먹은 엽떡 때문에 아직도 속 쓰려요.,엽떡 왜 그래요?
549,상담만 받았고 심리검사는 부모님이랑 상의해보고 진행하자는데 검사 비용 25만 원이에요.,그 정도면 준수한 편일걸요? 저 간 곳은 40만 원이 검사 비용이었고 상담비 약비 따로였어요. 물론 안 갔지만요.
550,다음부터는 택시 타야겠어요. 캐리어 끌고 버스 타기 너무 힘드네요.,캐리어에 엔진을 달아요.
551,색 조합도 좋은 거 같아요.,"오, 이쁘네요."
552,난 빈속에 커피 마시면 안 되나 봐요. 어지러워요.,그러지 마요. 켕님 아파요.
553,키링 사실 분 없어요? 배송료 좀 아끼려고요. 몇 개 같이 구입하게요.,저요.
554,떡볶이 먹으러 왔는데 주인 언니가 이미 내가 뭘 주문할지 알고 있어요. 매운맛 1인 세트요.,단골 가게인가 봐요!
555,설빙 초코 브라우니 빙수 후기는 초코가 진하고 맛있는데 달고 달고 달아요. 치즈 가래떡은 무난하게 맛있었어요.,치즈 가래떡 생각만큼 맛있지는 않았어요.
556,뭔가를 잊고 있나 했더니 오늘 맛 집 탐색을 안 했네요.,세상에.
557,뭔가를 잊고 있나 했더니 오늘 맛 집 탐색을 안 했어요.,세상에.
558,수업과 막걸리를 포기할 정도의 컨디션이네요.,뽀님! 몸이 안 좋으셔요?
559,오늘 저녁은 카레예요.,키르냥 카레 좋아하시나 봐요?
560,휴. 다다음 주에 교정 치과 가서 교정기 정리하기로 했어요. 앞으로 계속 꾸준히 다닐 마음도 없고 돈도 돈이고 여러모로 교정에 질려서 그만하기로 했어요. 신나요. 교정기 언제 때려치우지 학을 떼고 있었는데 드디어 때려치울 수 있게 되어 기쁘네요. 오랜만에 진주에 가야겠어요.,진주 오시는 거예요?
561,방탈출 1인용도 만들어주세요. 친구 없다고 무시하나요?,"1인용 있는데, 근데 비싸요."
562,지방 사람은 서울 한번 가는데 교통비 10만 원에 4시간 아니면 5만 원에 8시간 안고 가야 하는 게 진짜 너무나 고통이네요.,지방 사람으로서 공감해요. 행사 한 번 가는 게 너무 고통스러워요.
563,님들 오사카 여행하면 그 한큐 백화점 있는 역 어딘진 모르겠는데 하나타코라는 다코야키 가게 있거든요? 진짜 죽는 일이 있어도 꼭 가서 다코다마인지 시켜 먹으세요.,"와, 비주얼 미쳐요."
564,학원 가야 돼요.,가지 마요.
565,일본 가고 싶어요.,일본 음식이 그렇게 맛있어 보이던데요.
566,예상보다 이른 모기향 개시해요.  ,벌써 모기향이라니요! 
567,나랑 놀아요. 응급실 가게 생겼으니 그전까지 나랑 놀아요.,"엥, 응급실이에요? "
568,나랑 놀아요. 응급실 가게 생겼으니 그전까지 나랑 놀아요. ,응급실이요? 
569,저녁을 서브웨이만 먹으면 건강해질까요?,빵은 곡물 도정을 많이 한 거여서 장 건강에 안 좋아요.
570,일주일에 네 번 마라탕 먹는 나 정상인가요? ,마라탕 맛있어요? 한 번도 안 먹어 봤어요.
571,생리시 호르몬 반응 때문에 신경이 예민해지고 짜증이 잘 난다고 하는데  저것도 경우에 따라 달라요. 저는 식욕이 폭발하고 갑자기 먹는 양이 늘어나며 전후로 얼굴에 두드러기처럼 뭐가 나요. 그걸 보고 아 곧 생리인가 하고 알아요.,제 친구는 뭔가를 막 만지고 쥐어뜯고 싶은 욕망이 샘솟는다고 해요. 그래서 단단한 클레이 같은 걸 사다가 괜히 부수고 쥐어뜯고 종이도 찢고 자르고 괜히 그래요. 다른 친구는 소리를 지르고 싶어진다고 하고  다른 친구는 절도 충동이 든다고 하네요. 
572,저 우유 거품 스팀으로 만드는 거 무서운데 배워야 돼요.,바리스타에요? 
573,이거 너무 예쁜 거 같아요.,너무 예뻐요.
574,피자 시켰어요. 아무도 날 막지 못 해요.,"대박, 무슨피자 시켰어요?"
575,햄버거! 먹고 싶어요! 버거! 맥도날드!,햄버거요?
576,그리고 저는 핸드폰이 망가져 새로 샀어요.,왜 망가졌어요? 핸드폰 뭐 사셨어요? 
577,일을 어떻게 그만둬야 잘 그만뒀다 소문이 날까요? ,일본에 취직이 됐다가 있어요.
578,경성대 부경대역에 있는 다코야키 맛집 세이고우예요. 길거리에 파는 다코야키보다 2배는 큰 크기에 가격도 저렴해요. 꿀맛이에요. 다코야키 말고도 오코노미야키 야키소바도 팔아요. 다음에는 저거 먹어봐야겠어요.  ,역시 부산인 건가요.
579,분식집 돈까스 소스 어디서 받아오는 걸까요? 어딘지 알면 나도 하나 시켜서 날 마다밥에 비벼 먹을 거예요. 뿌려 먹을 거예요.,오뚜기 아니에요?
580,슬프네요. 우리학식.  ,"전 학식 안 먹은지 2년 된 듯해요. 더럽게 비싸고, 맛 없고, 양 적고, 잘 모르는 1학년만 먹는 학식 매년 컴플레인 넣어도 바뀌는 게 없네요. "
