,Q,A
432,"비트코인 여태까지 가격 그래프보면 그런 소리 안 나올 거예요. 저게 진정 하이리스크 하이리턴이에요. 상, 하한가 풀어 놓은 중소기업 주식이에요.",그건 인정해요. 솔직히 주식이란 게 그렇지만 어제까지는 잘 나갔는데 내일부터는 어떻게 될지 모르겠어요. 다만 최소 석 달은 더 오를 여지가 있을듯해요.
433,아니에요. 앱은 안 깔았으니 세이프에요. ,밥시간인데 또 배 안 고파요. 
434,너무 매워요!,아프지 마요. 얼른 나아라 얼른 괜찮아지세요.
435,정말요? 전 15만 원 정도 생각했었거든요. 생각보다 비싸네요. 오늘은 상담 비만 내고 왔어요.,약을 먹으려면 검사 상담을 꼭 하라고 그러더라고요. 자살시도한 후에 겨우 찾아가서 약 달라고 싹싹 빌었는데 검사를 일단 하셔야 한다고 그래서 결국 딴 병원 가서 바로 약 받아왔어요. 근데 주변 병원 거의 다 약 바로 못 준다고 그러더라고요.
436,만들어 주실 건가요?,캐리어는 등에도 바퀴가 있나요? 
437,가격 괜찮으면 나중에 살 의향있어요.,넌 원예관데 왜 못 만들어요?
438,밤새기 위해 마셨는데 어지러워요.,"빈속에 마셔서 그래요. 저녁 안 드셨어요? 왜 안 드셨어요. 얼른 먹어요. 사실 저도 점심, 저녁 안 먹었어요. 같이 먹어요, 랜선 식사겠네요."
439,이미 구입했는데 다시 할까요?,이미 주문하신 거 아녜요? 
440,근데 딱히 소득은 없어요.,난 가보고 싶은 집은 몇 군데 있어요.
441,근데 딱히 소득은 없어요.,난 가보고 싶은 집은 몇 군데 있어요.
442,간밤에 잠을 좀 설쳤더니 그러네요.,그 담벼락에서 떠들던 아이들 때문이죠! 야 이것들아! 너네 집가서 놀아!라고 하죠. 퇴근하셨어요? 어서 가서 눈 좀 붙이세요.
443,네. 좋아해요. 자주 먹어요. ,하이라이스는 괜찮으신가요? 
444,교정치과 가야 해서 가네요.,언제쯤 오시나요? 오시는 날 보고 싶어요.
445,"있어요? 맞아요, 둘이 가도 비싼데 이제 가격 좀 내려줬으면 좋겠어요. 예전엔 별로 없었으니 그렇다 치지만 요샌 엄청 많던데요.",맞아요. 소셜 찾아보면 조금 싼데 재미 없는 거 걸릴 수도 있으니까 후기랑 비교해보면서 봐야 되고 4월엔 그래도 평일 세일해서 만 원에 한 거 많았는데 요즘엔 없는 거 같아요.
446,그렇죠. 전 서울 한 번 가보고 나선 몇 년째 서울은 접고 보는 사람이에요. ,"저는 저번 달에 트위터 친구랑 행사 갔다가 기절하는 줄 알았어요. 와, 혼자서는 절대 못 가겠더라고요. 서울은 절레절레에요."
447,진짜 미쳤어요. 완전 맛있어요.,역시 일본은 맛있는 게 많군요.
448,저번에 한 번 갔을 땐 학교에서 간 거라 다 맛없어서 거의 굶다시피 했는데 자유여행 가면 맛 집만 가보고 싶어요. 편의점도 가고 싶어요.,"맞아요. 편의점 저 막 푸딩 진짜 좋아하고 당고도 좋아해요! 편의점 너무 천국 같아요. 일본에서 먹는 규카츠도 맛있어 보이고, 맛집 최고예요. 라멘 말아서 솜님 입에 넣어 드리고 싶어요."
449,모기가 들끓어서요 여름이 오고야 말았어요.,서점이 언덕에 있어서 그럴까요? 주변에 과일가게가 많아서 그럴까요? 여름이 벌써 오다니요. 내일 비온다는데 비오면 모기들이 집에 가려나요.
450,엄마랑 저 어제 뭐 이상한 거 먹었나 봐요. 엄마는 응급실 갔다가 입원 해야 되고 전 링거 맞아야 돼요.,어머님이랑 님 심각한 거 아니에요? 뭘 웃어요! 
451,"어제 엄마랑 저랑 뭐 이상한 거 먹었나 봐요. 엄마 고열이고, 링거 맞았는데도 안 나아서 엄만 입원 해야 되고, 난 링거 맞아야 돼요.",어떡해요.
452,빵은 호밀빵으로 하면 될까요?,그건 잘 모르겠네요.
453,네. 진짜 맛있어요. 원하는 야채 넣고 매운맛 조절하면 천국을 맛보실 수 있어요. ,그렇군요. 향 많이 안 세요? 먹어 보고 싶은데 약간 훠궈 보다 샤브샤브 좋아하는 스타일이라서요.
454,"물론 당연하게도 그렇다고 진짜 절도를 하지는 않습니다만, 뭔가를 자꾸 챙겨서 주머니에 넣고 싶어진다고 해요. 가게를 돌 때도 그런 기분이 들어서 꼭 절도 충동 같다고, 대신 과자 같은 걸 주머니에 넣고 다녀요, 비축 충동일지도 몰라요. ",이와 같이 많은 사람의 생리 증후군이 서로 다르며  딱히 뭐라고 할 수는 없어요. 누군가는 자기 비하가 심해지고  누군가는 갑자기 조증처럼 기분이 좋아지기도 해요. 생리 중이라고 예민하냐? 하는 말에 화를 내는 건 내 감정 상태를 인정하지 않는 말이어서요.
455,아니요. 가게에서 커피 파는 거예요!,커피 내릴 줄 알아요?
456,다이소 거예요. ,너무 이쁜데요.
457,스윗포테이토요! ,감자네요.
458,나 진짜 햄버거 사랑해요.,나도 햄버거 엄청 좋아해요. 난 근데 맘스터치만 먹어서 맥도날드나 버거킹 건 안 먹어봤어요.
459,"제가 핸드폰을 좀 거칠게 다뤘는데 잘 떨어뜨리고 그래서 갑자기 안 켜지길래 직영점 갔더니 휘었고, 침수됐고, 메인보드 나갔고, 액정 깨졌다고 어떻게 이 튼튼한 거를 이렇게 쓰셨냐고 했어요. 저는 LG 사용자라 오늘 V10에서 G6로 바꿨어요.",침수에 메인보드까지 나갔다면 언제 죽어도 이상하지 않은 상황이었군요. 엘지 제품들 튼튼하기로 유명하던데 이번 제품은 건강하게 오래오래 쓰세요.
460,통 크게 일본으로 뜨죠?,좋아요. 아주 절 부르지도 못 하게 그동안 준비하던 회사에 취직이 되어 다음 달에 일본으로 가게 됐다고 할게요. 아직 6월 일해야 해요.
461,부산이에요.,부산 코엑스가면 한번 데려가 주시죠.
462,"뭐랄까, 그냥 마트에서 구할 수 있는 애랑은 미묘하게 맛이 달라서요.","음, 다른 브랜드 같은 걸까요?"
463,오사카대는 학식 아니면 제일 가까운 식당이 걸어서 10분이라 어쩔 수 없는 선택이네요.,"어, 저는 학교 특성상 중문이랑 정문이랑 걸어서 30분이라 무조건 배달 아니면 한솥이네요. 중문과 정문을 이어주는 그 길보고 활주로라고 해요."
464,그래도 다행히 한 자리 비어서 수건은 돌렸어요. 수건 다 써서 샤워도 못 할 뻔했어요.,거기도 코인 세탁기예요?
465,후리카케도 종류별로 싹 다 구비해서 파네요. 직접 만든 것도 있고요. ,부럽네요.
466,대박! ,어디로 가요?
467,고양이 키우고 싶어요! 근데 한 달 더 기다려야 해요.,왜요?
468,이번 달 마지막 휴무였어요. 3일 휴가 최고예요.,6월의 휴가는 전곡항이 스타트를 끊겠군요. 
469,남편분 직장 동료 아버님의 가게요?,"아, 아직 남편이 누군지 잘 몰라서요."
470,아니요. 저는 다 털었어요. 55퍼 찍고 나왔어요. ,"오, 저 팁 좀 주세요."
471,누웠어요.,안 씻어요? 왜 누웠어요? 과제는 안 해요? 
472,재부팅 했어요.,시무룩 하네요.
473,"이야, 백수맨이네요.",앗..아아.. 
474,류카인님 이렇게 인사드리네요. 저도 팔로우하고 인사를 못 드렸네요. 다이어트 하시는데 제가 음식 사진으로 염장을 지른건지 모르겠네요. 돈테키 맛있어요! ,"아니에요, 음식 사진으로 지친 심신을 위로해야죠. 돈테키 일본 가면 꼭 먹어봐야겠네요."
475,그래서 홈 에디션으로 보고 있는데 거의 반값이네요! ,네 dsp말고 fpp사세요! dsp는 컴퓨터 바꾸면 윈도 새로 사야한대요. 
476,근데 지방이라 후기가 없어요. 업체에서 올린 것뿐이네요.,맘카페는요? 맘카페는 사랑이에요.
477,내장은 괴로워요. 밥 드세요. ,저녁 같이 먹으려고 부모님 기다리고 있는데 오실 기미가 안 보이네요. 
478,너무 귀엽고 맛있어요.,부러워요.
479,그렇죠. 윗 게시물에서 언뜻 보일 때 당연히 등 근육인줄 알고 있었는데 내려보니까 아니에요.,래미 내일 병원 가요?
480,진짜 저거 너무 짜증나요. 도대체가 왜 저러는지 하나도 이해 안 되요.,심지어 주문 찍을 때 앞에 뭐 뭐 시켰는지 보이는데 잘 못 되면 말을 해주던가 내보내고 나니 두 갠데요. 이러면 제가 왜 죄송해야 할까요. 
481,고마워요! 응원 해준 덕이에요. ,그것도 있고 언니가 노력하신 덕도 있어요.
482,완전 맛있어 보여요!,저희 가게 신메뉴인데 인기가 엄청 좋아요! 나중에 윤밈도 드시러 오셔요. 
483,"엇, 그 두 끼 떡볶이라고 무한리필 체인점 가게 있는데, 거기 밀떡도 있고 종류 완전 많아요! 거기 먹고 주안역 카페 가요! ","그래요. 콜, 그럼 주안역 만남의 광장에서 봐요! "
484,쟈몽이는 뭐 시켰어요. 가격 대비 괜찮나요? ,"왼쪽에 반미는 닭고기 들어간 거고 오른쪽은 샥슈카라고 따끈하고 걸쭉한 국물 있는 음식인데, 저는 양고기 들어간 거로 시켰어요! 메뉴 하나당 칠천 원대 정도인데 저랑 애인 둘 다 많이 먹는 편인데 배불렀어요."
485,거기도 한번 가봐야 겠네요. ,집 근처에 모던하우스 있는데 한번 봐드릴까요? 오늘 가야 하거든요! 
486,그렇군요! 공식 외우기 싫어하는데 망했네요. 그래도 얼른얼른 외우고 넘어가야겠어요. ,여러 가지 문제 풀어보면서 접하면 금방 외워지니까 못 외운다고 부정적인 생각 금지에요! 확률 부분을 주의하시면 잘 하실 거예요.
487,의지의 캐디님은 숨겨진 공기계를 찾아낼 거예요!,맞아요.
488,할부라는 좋은 금융 상품이 있죠. ,역시 위험한 분이세요. 
489,에버랜드요! 지금 버스 앉았어요.,조심해서 집 가고 심심하면 메시지 해요. 
490,맞아요. 근데 저거 순식간에 사라져요.,조금만 가격을 낮춰주세요.
491,약간 생활 하자 같은 건 얼마 나와요? 그리고 거기에 팔면 바로 돈 주나요? ,네. 돈 바로 줘요! 근데 안 받는 것도 있어서 미리 인터넷으로 확인해보시는 게 좋아요! 하자 같은 건 진짜 직원 마음이라서요. 그래도 많이 쳐주긴 해요! 그리고 포토카드 없으면 가격 좀 깎여요.
492,아까 분실 카드 주워서요. 경찰서 처음 가봐서 엄청 무섭긴 하지만 경찰서에 두는 게 좋을 거 같아요.,큰 일 나신줄 알고 놀랐어요. 조심히 다녀오세요! 
493,네! ,혹시 일행 있으신가요? 
494,부산이요?,회 얘기 하시길래 단순히 부산이 떠올라서 말했어요.
495,맛있어요! 쥬시쿨 특유의 맛이랑 청포도 맛이랑 잘 섞여있어요.,그럼 진짜 얼려먹으면 대박이겠는데요! 
496,잠 부족한 상태로 가게 나가서 짐 정리하고 가게 본 뒤로 설쳐서 그래요. 지금은 괜찮아요! ,다행이에요.
497,약 먹고 진짜 일찍 잤어요! 걱정 해줘서 고마워요. 언니!,"오, 지금은 괜찮아졌어요? "
498,명랑 어때요?,우리 집 근처에 없어요. 중간에 갈아탈 때 명랑 말고 비슷비슷한 거 본 것 같은데 역사 안에 있는 거라 닫았으면 어쩌죠.
499,우리 진짜 멀리 살잖아요.,슬프네요.
500,맞아요! 오늘 오전부터 생각나서 만들어 먹어야지 이러면서 집 가고 있어요.,저 대만갔을 때 누가 크래커 먹고 눈물 날뻔했어요. 너무너무 맛있어요. 
501,저도 너무 가고 싶어요. 역시 여름엔 워터파크를 가야 해요.,맞아요! 막 파도 풀인가. 그 막 파도 이렇게 오는 거 그거 너무 재밌어요. 그리고 미끄럼틀도 재밌어요.
502,너는 안 자요? ,잔다면서요. 안 자고 뭐해요? 전 나중에 자려고요
503,비싸요.,3만 원인가 4만 원이에요! 
504,맞아요. 그런 거 사면 뭔가 손해 보는 기분이에요. 저는 통째로 된 걸 사고 싶거든요.,전에 멜론 같은 거 얼려서 보관한 적 있었는데 확실히 맛이 너무 구려서요. 역시 사람들과 모여서 먹거나 하루에 수박 반통 씩 작살내는 게 좋겠어요. 
505,굿이에요.,구매 하실 거예요? 
506,굿이에요.,구매 하실 거예요? 
507,11시에 어디 좀 다녀오려고 했는데 안되겠군요.,어딜요!
508,진심 생기고 싶어요.,별로 안 좋아요.   
509,나 아마 편입하면 eju로 가고 교환학생도 생각 중이고 토요일에 일단 상담받으려고요. 친구랑 같이요! ,eju로 가게요? 문과로 갈 거예요? 지금 준비하면 재수해야 될 걸요? 
510,네. 근데 너무 배고파서 죽을 거 같아서요. 그냥 먹고 죽을래요. 미쳤나 봐요. 지금 혼자 실실 웃으면서 먹고 있어요.,님 그러다 죽어요.
511,우리 교수님 이번에 처음 오셨어요. ,뭐죠? 혹시 너희 학교 채용 조건이 트위터에요?
512,몇 시 쯤에요? 저 어제 9시 반 쯤 갔었어요. ,저는 11시 반 쯤인가 그때 간 거 같아요! 
513,엔요님 내일 부터에요. 정말이요.       ,진짜로 파이팅이에요.
514,그래서 둘 다 아무 생각이 없어요. 매그놀리아 컵케이크 어때요?,거기 줄 많이 길어요.
515,사이퍼즈는 갓게임이라 가격 비싸진대서요. ,맞는 말이네요.
516,저 일본은 아니고 그냥 여행 가요. ,"오, 어디 가요? "
517,그렇죠.,가격도 좋고 맛도 좋고 술도 다른데에 비해 엄청 싸요!
518,형 저 미필이에요.,응? 진짜요?
519,저도 받았어요. ,안 아팠나요?
520,부러워요. 노치님 언제 저랑 소고기 뷔페 드시러 가실래요?,소고기 뷔폐라니 어디지요?
521,힝두이님 멘션 받으니까 하나도 안 아픈 거 같아요. 그러게요. 이 달초부터 한 이틀에 한 통 꼴로 수박 비워서 벌써 5통 넘게 먹고 있는 것 같아요. 날이 더운 건 너무 싫지만 냉한 음식은 좋아요.,아무리 이열치열이라지만 역시 여름엔 차가운 게 최고죠! 그러는 저는 작년에 수박을 먹지 못 했고 제작년엔 먹었었나 기억 안 나요.
522,다 지금 못 하잖아요. 가족들이 자고 있어요. ,통화도 소리 커요? 
523,키스하세요!,키스 해보고 싶어요. 
524,맞아요. 시간이 지나면 지날수록 좀 더 허무해지는 거 같아요.,맞아요. 저는 빨리 친해지는 것도 못 하는데 다른 사람들은 금방금방 친해지고 주변 사람들도 많은 거 같아요. 저는 뭔가 겁나요.
